1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,6
35,6
36,6
37,6
38,6
39,6
40,7
41,7
42,7
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,8
51,8
52,12
53,12
54,12
55,12
56,12
57,12
58,12
59,12
60,13
61,13
62,13
63,14
64,14
65,14
66,14
67,15
68,15
69,15
70,15
71,15
72,15
73,15
74,23
75,23
76,24
77,24
78,24
79,24
80,24
81,24
82,24
83,24
84,24
85,24
86,24
87,26
88,26
89,26
90,26
91,26
92,26
93,26
94,26
95,26
96,26
97,28
98,28
99,28
100,28
101,28
102,28
103,28
104,44
105,44
106,44
107,45
108,45
109,46
110,46
111,46
112,46
113,48
114,48
115,50
116,51
117,51
118,51
119,51
120,51
121,51
122,51
123,51
124,51
125,51
126,51
127,51
128,51
129,51
130,51
131,51
132,51
133,83
134,83
135,87
136,87
137,87
138,87
139,87
140,87
141,87
142,87
143,88
144,88
145,88
146,92
147,92
148,92
149,92
150,96
151,96
152,96
153,96
154,96
155,96
156,96
157,96
158,96
159,96
160,96
161,96
162,100
163,101
164,101
165,101
166,103
167,103
168,103
169,103
170,104
171,104
172,168
173,168
174,168
175,168
176,168
177,168
178,168
179,168
180,170
181,170
182,174
183,175
184,175
185,175
186,175
187,175
188,175
189,175
190,183
191,183
192,183
193,184
194,184
195,188
196,188
197,189
198,190
199,190
200,192
201,192
202,192
203,192
204,192
205,192
206,192
207,192
208,192
209,193
210,195
211,196
212,197
213,197
214,197
215,214
216,214
217,214
218,217
219,217
220,236
221,243
222,253
223,253
224,253
225,268
226,267
227,267
228,267
229,267
230,304
231,305
232,306
233,306
234,306
235,323
236,327
237,327
238,327
239,327
240,349
241,349
242,349
243,349
244,350
245,356
246,356
247,357
248,357
249,357
250,360
251,358
252,358
253,358
254,358
255,358
256,355
257,355
258,356
259,356
260,369
261,364
262,364
263,365
264,364
265,366
266,366
267,366
268,366
269,366
270,373
271,371
272,371
273,372
274,372
275,378
276,378
277,378
278,378
279,378
280,395
281,394
282,395
283,395
284,395
285,419
286,419
287,419
288,419
289,419
290,457
291,456
292,456
293,456
294,456
295,469
296,468
297,468
298,469
299,469
300,489
301,487
302,487
303,487
304,488
305,507
306,506
307,506
308,506
309,506
310,520
311,517
312,517
313,517
314,517
315,527
316,527
317,527
318,527
319,527
320,548
321,545
322,545
323,545
324,545
325,556
326,554
327,554
328,554
329,554
330,562
331,561
332,562
333,562
334,562
335,562
336,557
337,557
338,557
339,557
340,563
341,555
342,556
343,556
344,556
345,558
346,558
347,558
348,558
349,558
350,562
351,558
352,558
353,558
354,558
355,563
356,562
357,562
358,562
359,562
360,567
361,565
362,565
363,565
364,565
365,567
366,565
367,565
368,565
369,565
370,568
371,559
372,559
373,559
374,559
375,559
376,558
377,558
378,558
379,558
380,560
381,560
382,561
383,561
384,561
385,563
386,562
387,562
388,562
389,562
390,565
391,559
392,559
393,559
394,559
395,566
396,566
397,566
398,566
399,566
400,567
401,565
402,565
403,565
404,565
405,574
406,570
407,570
408,570
409,570
410,579
411,576
412,576
413,576
414,576
415,576
416,576
417,576
418,576
419,576
420,578
421,572
422,572
423,572
424,572
425,574
426,573
427,573
428,573
429,573
430,574
431,572
432,572
433,572
434,572
435,575
436,569
437,569
438,569
439,569
440,571
441,563
442,563
443,563
444,563
445,563
446,562
447,562
448,562
449,562
450,562
451,560
452,560
453,560
454,560
455,560
456,560
457,560
458,560
459,560
460,560
461,560
462,560
463,560
464,560
465,560
466,560
467,560
468,560
469,560
470,560
471,560
472,560
473,560
474,560
475,560
476,560
477,560
478,560
479,560
480,562
481,562
482,562
483,562
484,562
485,562
486,562
487,562
488,562
489,562
490,562
491,562
492,562
493,562
494,562
495,562
496,562
497,562
498,562
499,562
500,562
501,562
502,562
503,562
504,562
505,562
506,562
507,562
508,562
509,562
510,562
511,562
512,562
513,562
514,562
515,562
516,562
517,562
518,562
519,562
520,562
521,562
522,562
523,562
524,562
525,562
526,562
527,562
528,562
529,562
530,562
531,562
532,562
533,562
534,562
535,562
536,562
537,562
538,562
539,562
540,562
541,562
542,562
543,562
544,562
545,562
546,562
547,562
548,562
549,562
550,577
